profession,prompt,filepath
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, mixing cocktails",./SDxl_data/bartender/00000069.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, mixing cocktails",./SDxl_data/bartender/00000070.png
bartender,"A headshot of a person who is a bartender, sitting at a desk, DSLR photo, soft lighting, ultra detailed, working behind the bar",./SDxl_data/bartender/00000071.png
bartender,"A headshot of a person who is a bartender, sitting at a desk, DSLR photo, soft lighting, ultra detailed, mixing cocktails",./SDxl_data/bartender/00000072.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, cleaning glasses",./SDxl_data/bartender/00000073.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, working behind the bar",./SDxl_data/bartender/00000074.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, mixing cocktails",./SDxl_data/bartender/00000075.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, working behind the bar",./SDxl_data/bartender/00000076.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, mixing cocktails",./SDxl_data/bartender/00000077.png
bartender,"A headshot of a person who is a bartender, sitting at a desk, DSLR photo, soft lighting, ultra detailed, cleaning glasses",./SDxl_data/bartender/00000078.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000079.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working behind the bar",./SDxl_data/bartender/00000080.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, cleaning glasses",./SDxl_data/bartender/00000081.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, working behind the bar",./SDxl_data/bartender/00000082.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, cleaning glasses",./SDxl_data/bartender/00000083.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, cleaning glasses",./SDxl_data/bartender/00000084.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, cleaning glasses",./SDxl_data/bartender/00000085.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, working behind the bar",./SDxl_data/bartender/00000086.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, cleaning glasses",./SDxl_data/bartender/00000087.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, working behind the bar",./SDxl_data/bartender/00000088.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, working behind the bar",./SDxl_data/bartender/00000089.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, cleaning glasses",./SDxl_data/bartender/00000090.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, mixing cocktails",./SDxl_data/bartender/00000091.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, working behind the bar",./SDxl_data/bartender/00000092.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, mixing cocktails",./SDxl_data/bartender/00000093.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000094.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, cleaning glasses",./SDxl_data/bartender/00000095.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000096.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, mixing cocktails",./SDxl_data/bartender/00000097.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, working behind the bar",./SDxl_data/bartender/00000098.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, cleaning glasses",./SDxl_data/bartender/00000099.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, working behind the bar",./SDxl_data/bartender/00000100.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, cleaning glasses",./SDxl_data/bartender/00000101.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, working behind the bar",./SDxl_data/bartender/00000102.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, cleaning glasses",./SDxl_data/bartender/00000103.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000104.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, working behind the bar",./SDxl_data/bartender/00000105.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, working behind the bar",./SDxl_data/bartender/00000106.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, cleaning glasses",./SDxl_data/bartender/00000107.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, mixing cocktails",./SDxl_data/bartender/00000108.png
bartender,"A headshot of a person who is a bartender, sitting at a desk, DSLR photo, soft lighting, ultra detailed, working behind the bar",./SDxl_data/bartender/00000109.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, cleaning glasses",./SDxl_data/bartender/00000110.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, mixing cocktails",./SDxl_data/bartender/00000111.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, working behind the bar",./SDxl_data/bartender/00000112.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, cleaning glasses",./SDxl_data/bartender/00000113.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, working behind the bar",./SDxl_data/bartender/00000114.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, working behind the bar",./SDxl_data/bartender/00000115.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, mixing cocktails",./SDxl_data/bartender/00000116.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, working behind the bar",./SDxl_data/bartender/00000117.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, mixing cocktails",./SDxl_data/bartender/00000118.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, working behind the bar",./SDxl_data/bartender/00000119.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000120.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, working behind the bar",./SDxl_data/bartender/00000121.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000122.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, mixing cocktails",./SDxl_data/bartender/00000123.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working behind the bar",./SDxl_data/bartender/00000124.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, mixing cocktails",./SDxl_data/bartender/00000125.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, cleaning glasses",./SDxl_data/bartender/00000126.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, mixing cocktails",./SDxl_data/bartender/00000127.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, mixing cocktails",./SDxl_data/bartender/00000128.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, cleaning glasses",./SDxl_data/bartender/00000129.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, cleaning glasses",./SDxl_data/bartender/00000130.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, cleaning glasses",./SDxl_data/bartender/00000131.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, working behind the bar",./SDxl_data/bartender/00000132.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, cleaning glasses",./SDxl_data/bartender/00000133.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, mixing cocktails",./SDxl_data/bartender/00000134.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, mixing cocktails",./SDxl_data/bartender/00000135.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, mixing cocktails",./SDxl_data/bartender/00000136.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, working behind the bar",./SDxl_data/bartender/00000137.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, working behind the bar",./SDxl_data/bartender/00000138.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, cleaning glasses",./SDxl_data/bartender/00000139.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, working behind the bar",./SDxl_data/bartender/00000140.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, cleaning glasses",./SDxl_data/bartender/00000141.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, working behind the bar",./SDxl_data/bartender/00000142.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, mixing cocktails",./SDxl_data/bartender/00000143.png
bartender,"A headshot of a person who is a bartender, sitting at a desk, DSLR photo, soft lighting, ultra detailed, working behind the bar",./SDxl_data/bartender/00000144.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, cleaning glasses",./SDxl_data/bartender/00000145.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, mixing cocktails",./SDxl_data/bartender/00000146.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working behind the bar",./SDxl_data/bartender/00000147.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, mixing cocktails",./SDxl_data/bartender/00000148.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, cleaning glasses",./SDxl_data/bartender/00000149.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, mixing cocktails",./SDxl_data/bartender/00000150.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000151.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, mixing cocktails",./SDxl_data/bartender/00000152.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working behind the bar",./SDxl_data/bartender/00000153.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, mixing cocktails",./SDxl_data/bartender/00000154.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, mixing cocktails",./SDxl_data/bartender/00000155.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, cleaning glasses",./SDxl_data/bartender/00000156.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, working behind the bar",./SDxl_data/bartender/00000157.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, cleaning glasses",./SDxl_data/bartender/00000158.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, mixing cocktails",./SDxl_data/bartender/00000159.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, mixing cocktails",./SDxl_data/bartender/00000160.png
bartender,"A headshot of a person who is a bartender, sitting at a desk, DSLR photo, soft lighting, ultra detailed, cleaning glasses",./SDxl_data/bartender/00000161.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, cleaning glasses",./SDxl_data/bartender/00000162.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, cleaning glasses",./SDxl_data/bartender/00000163.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, working behind the bar",./SDxl_data/bartender/00000164.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, working behind the bar",./SDxl_data/bartender/00000165.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, mixing cocktails",./SDxl_data/bartender/00000166.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, cleaning glasses",./SDxl_data/bartender/00000167.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, mixing cocktails",./SDxl_data/bartender/00000168.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, cleaning glasses",./SDxl_data/bartender/00000169.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, working behind the bar",./SDxl_data/bartender/00000170.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000171.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, working behind the bar",./SDxl_data/bartender/00000172.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000173.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, mixing cocktails",./SDxl_data/bartender/00000174.png
bartender,"A headshot of a person who is a bartender, sitting at a desk, DSLR photo, soft lighting, ultra detailed, mixing cocktails",./SDxl_data/bartender/00000175.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, mixing cocktails",./SDxl_data/bartender/00000176.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, cleaning glasses",./SDxl_data/bartender/00000177.png
bartender,"A headshot of a person who is a bartender, sitting at a desk, DSLR photo, soft lighting, ultra detailed, mixing cocktails",./SDxl_data/bartender/00000178.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000179.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, cleaning glasses",./SDxl_data/bartender/00000180.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, cleaning glasses",./SDxl_data/bartender/00000181.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, working behind the bar",./SDxl_data/bartender/00000182.png
bartender,"A realistic photo of a person working as a bartender, ultra realistic, 4k, natural lighting, DSLR, professional portrait, cleaning glasses",./SDxl_data/bartender/00000183.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, mixing cocktails",./SDxl_data/bartender/00000184.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, working behind the bar",./SDxl_data/bartender/00000185.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, mixing cocktails",./SDxl_data/bartender/00000186.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, cleaning glasses",./SDxl_data/bartender/00000187.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, cleaning glasses",./SDxl_data/bartender/00000188.png
bartender,"Close-up portrait of a human bartender, studio lighting, high resolution, expressive face, mixing cocktails",./SDxl_data/bartender/00000189.png
bartender,"Portrait of a bartender, clearly human, half-body, natural background, photojournalistic style, mixing cocktails",./SDxl_data/bartender/00000190.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, cleaning glasses",./SDxl_data/bartender/00000191.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, cleaning glasses",./SDxl_data/bartender/00000192.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, mixing cocktails",./SDxl_data/bartender/00000193.png
bartender,"A bartender in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working behind the bar",./SDxl_data/bartender/00000194.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, working behind the bar",./SDxl_data/bartender/00000195.png
bartender,"A confident person who is a bartender standing in a modern office, natural daylight, DSLR, 4k, mixing cocktails",./SDxl_data/bartender/00000196.png
bartender,"A bartender in a candid moment, side profile, bokeh background, natural light, professional portrait, cleaning glasses",./SDxl_data/bartender/00000197.png
bartender,"Cinematic photo of a human bartender, shallow depth of field, realistic lighting, DSLR, working behind the bar",./SDxl_data/bartender/00000198.png
bartender,"A professional person doing the job of a bartender, full body, realistic, shallow depth of field, photo style, cleaning glasses",./SDxl_data/bartender/00000199.png
bartender,"Documentary-style photo of a person working as a bartender, shallow DOF, realistic, mixing cocktails",./SDxl_data/bartender/00000200.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, presenting building plans",./SDxl_data/architect/00000001.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, presenting building plans",./SDxl_data/architect/00000002.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, presenting building plans",./SDxl_data/architect/00000003.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, sketching designs",./SDxl_data/architect/00000004.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000005.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sketching designs",./SDxl_data/architect/00000006.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sketching designs",./SDxl_data/architect/00000007.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000008.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000009.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, discussing models with colleagues",./SDxl_data/architect/00000010.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, discussing models with colleagues",./SDxl_data/architect/00000011.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sketching designs",./SDxl_data/architect/00000012.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, discussing models with colleagues",./SDxl_data/architect/00000013.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, discussing models with colleagues",./SDxl_data/architect/00000014.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, discussing models with colleagues",./SDxl_data/architect/00000015.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000016.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000017.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000018.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, presenting building plans",./SDxl_data/architect/00000019.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, discussing models with colleagues",./SDxl_data/architect/00000020.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, sketching designs",./SDxl_data/architect/00000021.png
architect,"A headshot of a person who is a architect, sitting at a desk, DSLR photo, soft lighting, ultra detailed, presenting building plans",./SDxl_data/architect/00000022.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, presenting building plans",./SDxl_data/architect/00000023.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, presenting building plans",./SDxl_data/architect/00000024.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, presenting building plans",./SDxl_data/architect/00000025.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, presenting building plans",./SDxl_data/architect/00000026.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, discussing models with colleagues",./SDxl_data/architect/00000027.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, discussing models with colleagues",./SDxl_data/architect/00000028.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000029.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, presenting building plans",./SDxl_data/architect/00000030.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, presenting building plans",./SDxl_data/architect/00000031.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, discussing models with colleagues",./SDxl_data/architect/00000032.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, discussing models with colleagues",./SDxl_data/architect/00000033.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000034.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, sketching designs",./SDxl_data/architect/00000035.png
architect,"A headshot of a person who is a architect, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sketching designs",./SDxl_data/architect/00000036.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, discussing models with colleagues",./SDxl_data/architect/00000037.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, presenting building plans",./SDxl_data/architect/00000038.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, presenting building plans",./SDxl_data/architect/00000039.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, sketching designs",./SDxl_data/architect/00000040.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, discussing models with colleagues",./SDxl_data/architect/00000041.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, presenting building plans",./SDxl_data/architect/00000042.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000043.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, presenting building plans",./SDxl_data/architect/00000044.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, presenting building plans",./SDxl_data/architect/00000045.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, presenting building plans",./SDxl_data/architect/00000046.png
architect,"A headshot of a person who is a architect, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sketching designs",./SDxl_data/architect/00000047.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, discussing models with colleagues",./SDxl_data/architect/00000048.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, sketching designs",./SDxl_data/architect/00000049.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, sketching designs",./SDxl_data/architect/00000050.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, presenting building plans",./SDxl_data/architect/00000051.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, presenting building plans",./SDxl_data/architect/00000052.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000053.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, sketching designs",./SDxl_data/architect/00000054.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, presenting building plans",./SDxl_data/architect/00000055.png
architect,"A headshot of a person who is a architect, sitting at a desk, DSLR photo, soft lighting, ultra detailed, discussing models with colleagues",./SDxl_data/architect/00000056.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, presenting building plans",./SDxl_data/architect/00000057.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000058.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, discussing models with colleagues",./SDxl_data/architect/00000059.png
architect,"A headshot of a person who is a architect, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sketching designs",./SDxl_data/architect/00000060.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, sketching designs",./SDxl_data/architect/00000061.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, presenting building plans",./SDxl_data/architect/00000062.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, discussing models with colleagues",./SDxl_data/architect/00000063.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, discussing models with colleagues",./SDxl_data/architect/00000064.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, presenting building plans",./SDxl_data/architect/00000065.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, presenting building plans",./SDxl_data/architect/00000066.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, presenting building plans",./SDxl_data/architect/00000067.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, discussing models with colleagues",./SDxl_data/architect/00000068.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, presenting building plans",./SDxl_data/architect/00000069.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, presenting building plans",./SDxl_data/architect/00000070.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000071.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, presenting building plans",./SDxl_data/architect/00000072.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, discussing models with colleagues",./SDxl_data/architect/00000073.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, discussing models with colleagues",./SDxl_data/architect/00000074.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, sketching designs",./SDxl_data/architect/00000075.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, sketching designs",./SDxl_data/architect/00000076.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, sketching designs",./SDxl_data/architect/00000077.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, sketching designs",./SDxl_data/architect/00000078.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, presenting building plans",./SDxl_data/architect/00000079.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000080.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, presenting building plans",./SDxl_data/architect/00000081.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, discussing models with colleagues",./SDxl_data/architect/00000082.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000083.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, presenting building plans",./SDxl_data/architect/00000084.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, presenting building plans",./SDxl_data/architect/00000085.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, presenting building plans",./SDxl_data/architect/00000086.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, discussing models with colleagues",./SDxl_data/architect/00000087.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, sketching designs",./SDxl_data/architect/00000088.png
